title,company,link,description,location,date_added,date_posted,job_type,salary,apply_text,status
Business Analyst,Enhance IT SOL,https://www.dice.com/job-detail/ddb072e4-5977-43f1-a1b8-3a2f4e421bb6,"Job Details Senior Business Analyst Job Description: We are actively seeking a Business Analyst with 3-4 years of hands-on experience in business process analysis and stakeholder collaboration. The ideal candidate will play a key role in gathering and translating business requirements into functional specifications to support IT and business initiatives. In this role, you will work closely with cross-functional teams to drive project goals, analyze business needs, and contribute to improving ope","Hybrid in Jersey City, New Jersey",09/10/2025,Today,Contract,$30 - $40,Easy Apply,Applied
Data Analyst Developer,AaraTechnologies Inc,https://www.dice.com/job-detail/75fec256-1fb6-48c9-8a9e-6f24125827ad,"Data Analyst (3 4 Years Experience) Experience Level: Mid-level (3 4 years) Company: Aaratech Inc Visa sponsorship is not available. About Aaratech Inc Aaratech Inc is a specialized IT consulting and staffing firm delivering high-caliber technical talent to premier U.S. companies. Our focus spans cloud, data, and software engineering, connecting professionals with long-term, impactful roles. Our client engagements offer competitive compensation, career growth, and access to modern data and an","Remote or Hybrid in Jersey City, New Jersey",09/11/2025,Today,Contract,"$60,000 - $80,000",Easy Apply,Applied
"Embedded Software Engineer Holtsville, NY (Onsite)-C2C",ASCII Group LLC,https://www.dice.com/job-detail/8e7cadbb-84f7-4d01-a8c8-0961c0294ad7,"Hi , The following requirement is open with our client. Title : Embedded Software Engineer Location : Holtsville, NY ( Onsite) Duration : 6 Months Relevant Experience (in Yrs): Detailed Job Description: We are seeking a experienced Embedded Software Engineer Job Responsibilities: Design and develop embedded microprocessor-based systems, memory subsystems, and analog circuits.Perform schematic capture, high-density PCB layout, and board bring-up for hardware products.Work with CAD tools (e.g.,","Holtsville, New York",09/09/2025,Today,"Third Party, Contract",Depends on Experience,Easy Apply,Applied
"Senior Engineer, Next Gen Compute","Protingent, Inc.",https://www.dice.com/job-detail/92b4fbb7-816b-4b71-9e0f-54001918b5a5,"Position Title: Senior Engineer, Next Gen Compute Position Description: Protingent Staffing has an exciting Remote Direct Hire opportunity. Job Responsibilities: Focus deeply on ML model deployment, integration of multiple ML models, and ML model optimization on embedded compute platforms.Dive deep into the full ML software stack. Analyze ML workload performance on a variety of hardware processors, optimize ML models, improve ML software, and help us continually improve our stack through the a",Remote,09/09/2025,Today,Full-time,"$146,000 - $225,000",Easy Apply,Applied
Mid-Level Data Engineer,DCode Talent,https://www.dice.com/job-detail/ff0b6a81-c5dc-4206-bde6-c44783fe299d,"Job Summary (List Format): - Develop and maintain ETL/ELT pipelines and data workflows for data warehousing projects. - Process and transform large datasets using SQL, Hadoop, Spark, and Python. - Support integration of structured and unstructured data from multiple sources. - Collaborate with senior engineers to apply best practices in coding, performance tuning, and data quality. - Gain experience in real-time/streaming data ingestion using Apache NiFi. - Contribute to cloud platform proj","St. Louis, Missouri",09/10/2025,Today,"Third Party, Contract",$$40 per hour,Easy Apply,Applied
Data Engineer - Canada,Select Jarvis.com,https://www.dice.com/job-detail/5b5ee2b7-6bf4-4922-a1b8-784e2bac8114,Data Engineer: Canada - Remote The ideal candidate will have expertise in: Big Data Platforms: Hands-on experience with Databricks for data processing and analyticsEvent Streaming: Knowledge of Azure Event Hub for real-time data ingestionMonitoring & Visualization: Experience with Grafana for dashboarding and metrics visualizationGraph Databases: Working knowledge of Neo4J for complex data relationships,Remote,09/11/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Sr Data Engineer,Applet Systems,https://www.dice.com/job-detail/27b3e542-9fda-45a2-8d33-6cb15653a32e,"Lead Data Engineer 2+ Year Contract (Hybrid) Location: New York, NY | McLean, VA | Richmond, VA Hybrid: 2 days onsite per week Engagement: W2 or 1099 only (No C2C) Requirements: 10+ years of experience in data engineering Strong development expertise in Databricks and PySpark AWS and Snowflake knowledge and experience is a plus (not mandatory) Details: Long-term contract (2+ years) Senior/lead-level role with technical leadership responsibilities Opportunity to build and optimize large-sca","Hybrid in McLean, Virginia",09/15/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Business Analyst,Info Way Solutions,https://www.dice.com/job-detail/e8b6c3a7-70bd-45ea-ae5c-c41b3f22cf4e,"Role: Business Analyst Location: New York, NY Job Description (JD): Strong proficiency in data analysisStrong proficiency in Microsoft Office SuiteStorytelling via powerpointStrong working knowledge of JDA/Prospace/Blue YonderExperience working in CPG spaceExperience working with key retailers across US.","New York, New York",09/09/2025,Today,"Full-time, Third Party","$60,000 - $80,000",Easy Apply,Applied
Data Engineer - W2 & Local Candidates Only,Raas Infotek LLC,https://www.dice.com/job-detail/003b1f99-1420-4d18-b656-eb3a7174d7b9,"Job Title: Data Engineer Contract Type: W2 Only Duration: 12 months (with possible extension or conversion) Location: Cincinnati, OH (Hybrid / Local Candidates Only) About the Role: We are seeking a highly skilled Data Engineer to join our team on a contract basis. This role is ideal for someone with deep expertise in cloud-based data solutions, particularly within the Azure ecosystem and Databricks. You will be instrumental in building scalable data pipelines, optimizing data architectures, and","Hybrid in Cincinnati, Ohio",09/12/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Business Analyst,"Innova Solutions, Inc",https://www.dice.com/job-detail/9f0dbe39-8169-445f-8805-a53c6fc4465e,"A client of Innova Solutions is immediately hiring for a Business Analyst Position Type: Full-Time, Contract Duration: 12 Months Location: Lansing, MI 48917- hybrid Top Skills & Years of Experience 8+ years of experience gathering requirements from users: identifying impacted business processes, assessing business needs, identifying IT solution integration. GAP analysis, SWOT analysis6+ years of experience designing technical and business requirement documentation including: wireframes or scree","Hybrid in Lansing, Michigan",09/09/2025,Today,Full-time,$60 - $65,Easy Apply,Applied
Senior Workday Consultant,"Pyramid Consulting, Inc.",https://www.dice.com/job-detail/30ac4363-1b3b-4778-b1c4-9ab27012b4f1,"Immediate need for a talented Senior Workday Consultant. This is a 12+ months contract opportunity with long-term potential and is located in McLean, VA(Onsite). Please review the job description below and contact me ASAP if you are interested. Job ID: 25-84699 Pay Range: $55 - $60/hour. Employee benefits include, but are not limited to, health insurance (medical, dental, vision), 401(k) plan, and paid sick leave (depending on work location). Key Responsibilities: Work with product owners to un","McLean, Virginia",09/10/2025,Today,Contract,$55 - $60,Easy Apply,Applied
Senior Embedded Software Engineer,ISCO International LLC,https://www.dice.com/job-detail/b3442a09-3166-4a70-8203-ef8577501c61,"Position Description ISCO is looking for a Senior Embedded Software Engineer to help architect, develop and implement ISCO's new telecommunications products. This role has a wide scope that may include implementation of DSP algorithms, development of drivers and APIs, design of O&M functions, and even support of automated test development efforts. This role requires a Senior level Software Engineer with a broad range of skills, innovative spirit and desire to work in a fast-paced, entrepreneuri","Hybrid in Schaumburg, Illinois",09/09/2025,Today,Full-time,depends on experience,Easy Apply,Applied
Data Engineer with Python Azure,Boston Associate Software Systems,https://www.dice.com/job-detail/a2d5c7f7-5e0e-49de-a784-7da9330f179d,Hands-on experience with Azure Functionsand scripting languages such as Python Experience working with Databricks,"Hybrid in Jersey City, New Jersey",09/10/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Splunk ITSI Consultant,"VDart, Inc.",https://www.dice.com/job-detail/eb302ade-9723-4360-ba20-cd04107fecf2,Job Title: Splunk ITSI Consultant Location: Louisville KY (Onsite) Job Type: Contract Job Summary: The Infra. Technology Specialist will play a crucial role in managing and optimizing our IT infrastructure using Splunk ITSI. With a hybrid work model and day shifts the specialist will ensure seamless operations and contribute to the companys technological advancements. This role requires a minimum of 7 years of experience in IT infrastructure management with a focus on Splunk ITSI. Responsibil,"Louisville, Kentucky",09/09/2025,Today,"Full-time, Part-time, Third Party, Contract",$Negotiable,Easy Apply,Applied
Android Software Engineer,"OSI Engineering, Inc.",https://www.dice.com/job-detail/2fe216d7-6fe2-4bf3-a3e5-7e3c78db26ab,"We are looking for an experienced Android Engineer to build on-device demos and proof-of-concept applications supporting AI research. The ideal candidate has 3+ years of Android development experience with strong proficiency in Kotlin, Java, Jetpack Compose, and Android SDK, along with a solid grasp of Android app architecture (MVI/MVVM). They should bring expertise in UI/UX design, integrating with REST APIs and system data sources, and have experience with on-device execution of LLMs. Familiar","Hybrid in Mountain View, California",09/15/2025,Today,Contract,$46 - $61,Easy Apply,Applied
Data Engineer/Data Analyst with Neo4j,"Alltech Consulting Services, Inc.",https://www.dice.com/job-detail/e35b870a-9deb-4cbc-a9ab-146bdcdb73e7,"Role: Data Engineer/Data Analyst with Neo4jLocation: NYC NY/Onsite Need Passport Number Skills Required - At least 3 years of experience in Money Movement / Trade Monitoring (AML, Fraud, Surveillance) with Wealth Management financial Services- 8+ years of overall experience and 3+ of Architect/Senior Developer level experience in Neo4j Graph database- Strong in Neo4j Cypher queries, Graph Data Science & Data Ingestion- Should be able to review and recommend the Neo4j database & infrastructure c","New York, New York",09/09/2025,Today,"Contract, Third Party",$50 - $50,Easy Apply,Applied
Backend/Agent Engineer,American IT Systems,https://www.dice.com/job-detail/3deec936-8588-4291-88ec-5273706e05b7,"Role: Backend/Agent Engineer - Python, AI Agents, LangGraph, MCP Location: Atlanta, GA // Dallas, TX // Seattle, WA (Onsite no remote) Job Type: 12+ Months Contract We are seeking an experienced Backend/Agent Engineer to join our team, specializing in designing, developing, and maintaining robust backend systems for AI-driven agent platforms. In this role, you will focus on architecting scalable, reliable backend services and integrating advanced AI agents using Python and frameworks like LangGr","Atlanta, Georgia",09/11/2025,Today,"Third Party, Contract",$50 - $60,Easy Apply,Applied
SAP eWM Functional Consultant,"NTT DATA Americas, Inc",https://www.dice.com/job-detail/f1cedf73-8a67-4f86-a611-0b0a210f8114,"Company Overview: NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. We are currently seeking a SAP eWM Functional Consultant to join our team in Toronto, Ontario (CA-ON), Canada (CA).Job Description: Our SAP Implementation eWM Functional Consultant will lead others through the implementation of SAP. Duties include but may not be limited to:* Ability","Toronto, Kansas",09/12/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Applied
Platform Engineer - ESRI ArcGIS (Devops),Synkriom,https://www.dice.com/job-detail/9e8bd313-89d6-4eb7-ad84-7c0d1ba45865,"Role: Platform Engineer - ESRI ArcGIS (Devops) Location : St. Louis, MO or Denver Co (ONSITE) Only on W 2 As a Senior Platform Engineer, you will play a key role in migrating our ESRI ArcGIS Enterprise environment to AWS, ensuring scalability, resiliency, and long-term sustainability. You will architect, implement, and maintain enterprise-scale ArcGIS platforms in a cloud-first model. This role requires hands-on technical skills, cloud migration experience, and the ability to guide cross-functi","St. Louis, Missouri",09/09/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Business Analyst,TOPSYSIT,https://www.dice.com/job-detail/95e97fbb-96f0-407e-9e20-f44b0752775d,"Business Analyst Hybrid Austin, TX Required: 10+ Years ExperienceAbility to mentor and provide consultation and direction to other Social Services Applications (SSA) staff. Ability to analyze and interpret technical information including regulations, policy, and automation system documentation Ability to communicate in writing, translating user/business needs into a technical style, and communicate technical instructions to system users. Ability to plan and coordinate individual and group work a","Hybrid in Austin, Texas",09/09/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Senior Software Engineer (.NET/Angular),"Resourcesoft, Inc.",https://www.dice.com/job-detail/9b21c621-f63d-4745-8876-7f70b045faef,"Requirements: 5 years of experience in C# and .NET Core for backend web application development. Proficiency in Modern Angular (e.g., Angular 12+) for front-end development. Experience with RESTful API design and development. Experience with database systems such as SQL Server or PostgreSQL. Experience with AWS services, including EC2, S3, RDS, and Lambda. Experience with CI/CD pipelines and DevOps practices. Excellent verbal and written communication skills. Responsibilities: Design, develop, a","Raleigh, North Carolina",09/11/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Financial Reporting Data Analyst,Tekfortune Inc.,https://www.dice.com/job-detail/e6e25566-627c-4824-b09d-219ff785372b,"This is a Part Time Position: Hours per Day - 5 Hours per Week- 25 Role: Data Analyst Duration: 12 Months Location: Coppell, TX Hybrid This role is responsible for executing periodical reporting and data gathering responsibilities including, but not limited to: Monitoring and processing the receipt of financials, including communication with members for missing and late reports, saving financials in appropriate repositories, facilitating extensions and waivers, and processing fines for late fin","Hybrid in Coppell, Texas",09/09/2025,Today,Contract,$35 - $40,Easy Apply,Applied
"Sr. AI Engineer (GenAI, AI agents and ML) _New York, NY / Chicago, IL (Onsite 23 days per week, Hybrid , Independent",PropelSys Technologies LLC.,https://www.dice.com/job-detail/f785d4d1-4463-461a-bd7d-3a8efa7dfce1,"Job Role: Sr. AI Engineer Location: New York, NY / Chicago, IL (Onsite 2 3 days per week, Hybrid flexibility available) Visa Status: Independent Job Type: Contract Duration: 12 Months (with possible extension) Client: Direct Mode of Interview: Video (2 3 rounds) Rate: TBD / DOE Experience Level: 10 12 years minimum General Skills & Requirements 10 12 years of progressive experience in data engineering with increasing responsibility across diverse projects and technologies. Bache","New York, New York",09/09/2025,Today,"Full-time, Part-time, Contract, Third Party",,Easy Apply,Applied
NetSuite Functional Consultant,Altitude Technology Solutions Inc,https://www.dice.com/job-detail/bff788ea-fde0-49e2-a5cb-d51c084e8a5a,"Hello,Greetings,Hope you are safe & healthy. My name is Kundan Mishra. I am a Technical Recruiter with Altitude Technology Solutions (ATS) INC.The purpose of this email is to serve as an invitation to discuss the opportunity below with our customer that I think you or your candidate would be a great fit for. Position: NetSuite Functional Consultant Manufacturing & CostingLocation: Santa Clara, CA (5 days onsite) Required Skills: Netsuite Manufacturing & Costing experience SummaryThe NetSuite Fun","Santa Clara, California",09/09/2025,Today,"Contract, Third Party",$70+,Easy Apply,Applied
"Job Opportunity: Data Scientist / Data Engineer @ St. Paul, MN - Hybrid","KSN Technologies, Inc.",https://www.dice.com/job-detail/a86d657a-d342-43fd-ad75-e4226422cf82,"Data Scientist / Data Engineer St. Paul, MN - Hybrid 12 Months Contract We are working with our direct client and need candidates who can work on our W2. Candidates with previous state/government client experience are preferred. Job Summary: We are seeking a Data Scientist/Data Engineer to analyze large datasets and develop actionable insights. The role focuses on data modeling, analytics, and building data pipelines for enterprise-level applications. Responsibilities: Design and maintain ETL","Hybrid in Saint Paul, Minnesota",09/11/2025,Today,Contract,$40 - $50,Easy Apply,Applied
REMOTE:::Data Engineer,SkylineIT Solutions,https://www.dice.com/job-detail/de51dd66-e1d2-4d16-95ab-fb56896f80dc,"REMOTE Data Engineer Remote with limited travel when needed by client Location: Washington, DC only w2 Please send the resume to Overview We are seeking an experienced Data Engineer to support the implementation of a large-scale electronic document management system (EDMS). The role involves designing and executing data migration strategies, building scalable data pipelines, and ensuring accurate migration of structured and unstructured content from legacy systems to modern, cloud-based platform",Remote,09/09/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Data Analyst Specialist,"eSolutionsFirst, LLC",https://www.dice.com/job-detail/106dae9e-d9e1-4af2-b338-fff710ff8ab8,"Data Analyst Specialist 6 Months contract Later CTH McLean , VA On-site M-F Interview Information: Rounds: 2 Rounds Duration: 30 Minutes-virtual|60 minutes- in-person Must Have Qualifications: Must have 5+ years of hands-on experience with data transformation and reconciliation.Must be advanced in Excel.Business side mortgage finance expUAT , Test case , writing requirementMust have advanced querying experience and have worked with SQL.Ideal candidates should have experience in the finance in","McLean, Virginia",09/09/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
ML Engineer / AI Developer,Aspire Systems Digital Transformation Inc,https://www.dice.com/job-detail/068dd1f4-027b-4663-ae83-c4632d18bf85,"About Aspire: Aspire Systems is a $170 million global technology services firm serving as a trusted technology partner for our customers. We work with some of the world's most innovative enterprises and independent software vendors, helping them leverage technology and outsourcing in our specific areas of expertise. It is a responsible and diverse organization of over 4,600 people across the globe. Our core philosophy of ""Attention. Always."" communicates our belief in lavishing care and attentio",Remote,09/09/2025,Today,"Contract, Third Party",$75,Easy Apply,Applied
"BSA - Genesys expertise in self service automation - ivr dynamic , chatbot (automation)",CA-One Tech Cloud Inc.,https://www.dice.com/job-detail/8eced03e-d79d-4572-b979-dcaaa1f3243f,"Required Skills & Experience: 5+ years as a Business Systems Analyst in contact center or customer experience domain. Hands-on expertise with Genesys (Cloud/Engage) IVR, routing, and self-service modules. Strong knowledge of chatbot automation frameworks and integration with enterprise systems. Experience with API integrations, dynamic routing, and self-service orchestration. Familiarity with Agile methodologies, requirement gathering, and functional specification writing. Excellent communicatio","Austin, Texas",09/09/2025,Today,Contract,$50+,Easy Apply,Applied
AI Architect,TechVirtue LLC,https://www.dice.com/job-detail/3a0df578-58e2-46a7-946d-6386b11d9096,"Title: Artificial Intelligence (AI) Architect Location: Plano, Texas We are seeking an experienced Artificial Intelligence (AI) Architect to join our team. The ideal candidate will have a strong background in implementing AI models, analyzing and improving existing AI architectures, and providing expertise on AI capabilities and systems. The AI Architect will work closely with our data science team, software engineers, and business stakeholders to create AI-driven solutions that meet our company","Plano, Texas",09/10/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
MLops Engineer,Cynet Systems,https://www.dice.com/job-detail/c9bef77b-4bcb-4c88-964f-b7d4a2e72f76,"Job Description: Pay Range: $65hr - $70hr Responsibilities: Develop predictive models using structured/unstructured data across 10+ business lines, driving fraud reduction, operational efficiency, and customer insights. Leverage AutoML tools (e.g., Vertex AI AutoML, H2O Driverless AI) for low-code/no-code model development, documentation automation, and rapid deployment Develop and maintain ML pipelines using tools like MLflow, Kubeflow, or Vertex AI. Automate model training, testing, deployment","San Leandro, California",09/10/2025,Today,Contract,$65 - $70,Easy Apply,Applied
Business/Data Analyst,Vaco by Highspring,https://www.dice.com/job-detail/e12784f3-002c-4d3b-be17-cbe2c1218c2c,"OverviewWe are seeking a Business Analyst / Data Analyst with a strong foundation in data governance, analytics, and product ownership. The ideal candidate will combine analytical rigor with business insightidentifying gaps, documenting user stories, ensuring data quality, and supporting end-to-end product delivery. This role requires someone who can manage both business and technical requirements while enforcing data integrity, compliance, and governance standards across the organization. Respo",Remote,09/14/2025,4d ago,Contract,$50,Easy Apply,Applied
BI/ Data Analyst (Tableau or Qliksense) - Need local to Mountain View CA,"E-Solutions, Inc.",https://www.dice.com/job-detail/09044072-1810-4f2b-bcb1-2e0fb3c794ba,"Job Title: BI/Data Analyst (Tableau or Qliksense) Location: Mountain View CA (5 days working) Duration: Long term Role : We are seeking a highly motivated and detail-oriented Business Intelligence Analyst to join our growing data team. The ideal candidate will be skilled in data visualization (Tableau or Qlik Sense), advanced SQL querying, and possess a strong understanding of business operations and strategy. You will be responsible for transforming raw data into actionable insights, buildin","Mountain View, California",09/15/2025,Today,"Contract, Third Party",,Easy Apply,Applied
Electrical Engineer Senior,Xceed Technologies Inc,https://www.dice.com/job-detail/8dad14ac-80b2-4d4f-903c-9e9b4a7d3702,"Job Title : Electrical Engineer Senior Location : Houston, TX or Tulsa, OK (Onsite) Duration : Full Time Job Description: As an Electrical Engineer, you ll lead the design and optimization of electrical systems that power essential infrastructure pipelines, compressor stations, and storage facilities. You ll apply your technical expertise to integrate advanced technologies like automation, real-time monitoring, and energy storage, driving efficiency and innovation across operations. A key part o","Houston, Texas",09/11/2025,Today,Full-time,"$140,000 - $160,000",Easy Apply,Applied
LLM/Prompt-Context Engineer,American IT Systems,https://www.dice.com/job-detail/7f56e934-63c4-452f-b935-516c11b8b0e2,"Job Title : LLM/Prompt-Context Engineer Location- Atlanta GA, Dallas TX, Seattle WA Duration : Contract We are looking for a highly skilled LLM/Prompt-Context Engineer with a strong fullstack Python background to design, develop, and integrate intelligent systems focused on large language models (LLMs), prompt engineering, and advanced context management. In this role, you will play a critical part in architecting context-rich AI solutions, crafting effective prompts, and ensuring seamless agent","Atlanta, Georgia",09/11/2025,Today,"Third Party, Contract",$50 - $60,Easy Apply,Applied
Local Business Analyst (Hybrid in Des Moines),"American Computer Services, Inc.",https://www.dice.com/job-detail/4a714a26-19b6-456c-b6c1-196326809dfc,This is a Hybrid opportunity with a Mandatory Weekly On-Site Presence. Applicants who currently reside in Iowa or the surrounding States are desired. American Computer Services Inc. is hiring an experienced Business Analyst to collaborate across technical and business teams on multiple simultaneous projects to ensure the successful implementation and support of enterprise systems. You Must Have: Proven experience prioritizing and managing multiple projects and project activities simultaneously w,"Hybrid in West Des Moines, Iowa",09/15/2025,Today,Contract,Up to $65,Easy Apply,Applied
Senior Software Engineer,Strategic Staffing Solutions,https://www.dice.com/job-detail/ab95e6c8-0584-4157-8562-886b6695f601,"Senior Software Engineer Location: Charlotte, NC (Hybrid) Duration: 24 Months Pay: $55.00 per hour We are seeking a Senior Software Engineer (Full Stack) within Enterprise Functions Technology as part of the Credit Risk and Integrated Data Management & Reporting (CRDR) team. You will play a key role in developing a modern, cloud-ready platform that supports critical regulatory reporting and data processing business needs. Key Responsibilities Lead moderately complex initiatives and deliverable","Charlotte, North Carolina",09/09/2025,Today,"Full-time, Contract",USD55 - USD55,Easy Apply,Applied
"Sr. Oracle Costing & Pricing Cloud Functional Consultant-Bay Area, CA (on-site)","Zenox Global, LLC",https://www.dice.com/job-detail/c33d8180-417d-4da8-aade-3f48c98b736c,"Job Title: Sr. Oracle Costing & Pricing Cloud Functional Consultant Location: Bay Area, CA (Onsite 5 days a week) Duration: 6+ Months (with possible extension) Job Description: We are seeking a Senior Oracle Costing & Pricing Cloud Functional Consultant to join our team for an onsite role in the Bay Area. The ideal candidate will have extensive experience in Oracle Cloud applications with deep expertise in Costing and Pricing, and a proven track record of delivering multiple end-to-end cloud imp","San Francisco, California",09/09/2025,Today,"Third Party, Contract",$65 - $70,Easy Apply,Applied
Data Scientist with Gen AI,INNOVIT USA INC,https://www.dice.com/job-detail/cdaf8bda-fdde-4fbb-b419-6b0a6e993c03,"Hiring: W2 Candidates Only Visa: Open to any visa type with valid work authorization in the USA Experience Required: 6 to 12 years Level: Mid to Lead positions Description : Collaborate in a highly multidisciplinary team environment. Work with lead data scientists to design, architect, and build AI/ML models and systems. Design and implement scalable evaluation pipelines to assess enterprise-level AI/ML solution performance. Partner with machine learning engineers to deploy, operate, and optimiz","Atlanta, Georgia",09/15/2025,Today,"Full-time, Part-time, Contract, Third Party",,Easy Apply,Applied
