title,company,link,description,location,date_added,date_posted,job_type,salary,apply_text,status
Data Analyst,Resource Informatics Group,https://www.dice.com/job-detail/a1682d91-6e8b-4532-8eba-871304c05ca7,"Hi, The following requirement is open with our client. Role: Data Analyst Location: Haslet, TX - Onsite Duration: 12 months Interview process: On-site Job Description: About the Role: We are seeking a detail-oriented Data Analyst to gather, analyze, and interpret operational and inventory data to support business decision-making. This role will involve comparing order volumes (placed vs. shipped) against on-site inventory, identifying discrepancies, and communicating findings clearly to our team","Haslet, Texas",08/20/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Applied
Data Engineer,AaraTechnologies Inc,https://www.dice.com/job-detail/5cceaedb-85fb-426f-805e-a5e3d3323fa0,"Data Engineer (3 4 Years Experience) Experience Level: Mid-level (3 4 years) Company: Aaratech Inc Eligibility: Open to U.S. Citizens and s only. We do not offer visa sponsorship. About Aaratech Inc Aaratech Inc is a specialized IT consulting and staffing company that places elite engineering talent into high-impact roles at leading U.S. organizations. We focus on modern technologies across cloud, data, and software disciplines. Our client engagements offer long-term stability, competitive comp","Remote or Hybrid in Delaware City, Delaware",08/20/2025,Today,Contract,"$60,000 - $75,000",Easy Apply,Applied
Generative AI Architect,"Alltech Consulting Services, Inc.",https://www.dice.com/job-detail/85537e69-dda3-44f5-bd1b-bea724603fa5,"Job Title: Generative AI Architect Location: Huston, TX Onsite Years of Experience: 12 -15 Years Need Passport Number Job Summary: We are seeking a highly skilled and experienced Generative AI Architect to join our AI/ML Engineering team. The ideal candidate will have a strong background in generative AI technologies and a proven track record of designing and implementing AI solutions that drive business value. This role requires a deep understanding of machine learning algorithms, data modeling","Houston, Texas",08/21/2025,Today,"Contract, Third Party",$80 - $90,Easy Apply,Applied
AI/Gen AI solution Lead,Aroha Technologies,https://www.dice.com/job-detail/4f1ef29e-1322-42fe-a736-fabf872708ed,"Job Description: Job Title: AI Onshore Lead Location: USA/REMOTE Full Time Only Experience: 15-20 years in IT, with 10+ years in financial services (preferably insurance) Job Summary: We are seeking an experienced AI Onshore Lead with a strong background in IT, financial services, and cloud technologies. This role involves leading the development and deployment of advanced AI/GenAI solutions, driving customer engagement, and managing AI initiatives across teams. The ideal candidate will ha",Remote or California,08/19/2025,Today,Full-time,,Easy Apply,Applied
SAP HANA Data Engineer,Akshaya Inc,https://www.dice.com/job-detail/74225817-22b2-4840-8eeb-df26d636a005,"Job Description: We are seeking a HANA Data Engineer responsible for designing, developing, and managing data solutions using SAP HANA.The ideal candidate will have strong expertise in building and optimizing calculation views, analytic views, and attribute views, along with hands-on experience in SAP Landscape Transformation (SLT) replication. Familiarity with SAP ERP is highly desirable. Job RequirementsHands-on experience in SAP HANA data modeling (calculation, analytic, and attribute views).","Hybrid in San Leandro, California",08/20/2025,Today,"Contract, Third Party",Depends on Experience,Easy Apply,Applied
MLOps Engineer ( Need Local to MD only),Galaxy Infotech INC,https://www.dice.com/job-detail/9043226a-7bd7-4294-9f02-b6ee792f9adb,"Primary SkillsMLOps EngineerJob DescriptionMust share LinkedIn URL along with DL copy Must be located within 1 hr drive from WoodlawnMLOps Engineer Leidos/SSA Long Term Contract Location: Onsite in Woodlawn, MD Key Required Skills Machine Learning, Python, NoSQL and Relational Databases, DevOps, CI/CD, and Cloud Platforms (AWS, Azure) and related ML services. Position Description Ensure that ML models can be effectively developed, deployed, managed, and monitored in Production environments.Prod","Woodlawn, Maryland",08/20/2025,Today,"Contract, Third Party",$60 - $70,Easy Apply,Applied
Senior Machine Learning Engineer with 10yrs exp ( w2 only),yondertech,https://www.dice.com/job-detail/e15c953f-e26c-45dc-8e87-33c6be8c7cae,"Senior Machine Learning Engineer with 10yrs exp ( W2 only) Mawah, NJ Candidates will be required to provide 24/7 support on a rotating basis. Responsibilities: Designing and Implementing ML Models: Developing and refining machine learning models for various applications, including deep learning, NLP, and other relevant techniques. Cloud Infrastructure Management: Working with cloud platforms like Google, Azure, or IBMCloud to deploy and manage ML models and data pipelines. Data Engineering and","Hybrid in Mahwah, New Jersey",08/20/2025,Today,Contract,"$80,000 - $90,000",Easy Apply,Applied
Data Engineer,Tandym Tech,https://www.dice.com/job-detail/edf09d81-52ab-4cb3-9b6c-3e630066d2d2,"A Fortune 50 financial services company is seeking a highly motivated Data Engineer to join its growing team. In this role, the Data Engineer will be responsible for working with all levels of technology, from backend data processing technologies (Spark R), Cloud computing technologies, and Azure Data Platform. This is a Hybrid opportunity requiring the qualified professional to work onsite at least 2 days a week. Responsibilities: Build end-to-end direct capabilities Create and maintain optima","Vienna, Virginia",08/19/2025,Today,Contract,$66 - $66 per hour,Easy Apply,Applied
Data Analyst Developer,AaraTechnologies Inc,https://www.dice.com/job-detail/8b8d2c08-5b05-44a9-9b7f-90094e61ae20,"Data Analyst (3 4 Years Experience) Experience Level: Mid-level (3 4 years) Company: Aaratech Inc Visa sponsorship is not available. About Aaratech Inc Aaratech Inc is a specialized IT consulting and staffing firm delivering high-caliber technical talent to premier U.S. companies. Our focus spans cloud, data, and software engineering, connecting professionals with long-term, impactful roles. Our client engagements offer competitive compensation, career growth, and access to modern data and ana","Remote or Hybrid in Chicago, Illinois",08/20/2025,Today,Contract,"$60,000 - $80,000",Easy Apply,Applied
Data Governance Analyst,LanceSoft Inc.,https://www.dice.com/job-detail/62d577f3-e43e-460b-b9fc-29a7bce282c8,"Job Title: Business Data Governance Analyst Location: New York City, NY (Onsite) Key Skills: Data Analyst, SQL, Data Profiling, Data Quality, and Collibra. Job Description: We are seeking an experienced Data Analyst with a strong background in SQL, data profiling, and data quality to support enterprise data governance initiatives. The ideal candidate will have hands-on experience working with the Collibra platform to support data cataloging, lineage, and stewardship processes. Key Responsibiliti","Hybrid in New York, New York",08/20/2025,Today,"Third Party, Contract",$65 - $70,Easy Apply,Applied
Hiring for Data Analyst,CaritaTech LLC.,https://www.dice.com/job-detail/78b7025f-e01d-452f-b260-c51272855ffe,"Hi Please find the JD below Now Hiring: Data Analyst Investment Management Focus Location: Boston, MA Duration: 12+ Months Employment Type: W2 Only Key Qualifications & Skills: 8+ years of hands-on experience in Investment Management Strong ability to analyze and interpret investment data Skilled in detecting anomalies, patterns, and data quality issues Advanced SQL proficiency; Snowflake experience is a plus Excellent communication skills across formal and informal settings Solid understandin","Boston, Massachusetts",08/19/2025,Today,Contract,,Easy Apply,Applied
Data Engineer,ConglomerateIT,https://www.dice.com/job-detail/efebbbc8-f048-4ebd-8d04-47683ecacfb3,Job Title: Senior Data Engineer Tax Term: W2/1099 Only Location: Fully Remote Employment Type: Contract About us Conglomerate IT is a certified and a pioneer in providing premium end-to-end Global Workforce Solutions and IT Services to diverse clients across various domains. Visit us at Our mission is to establish global cross culture human connections that further the careers of our employees and strengthen the businesses of our clients. We are driven to use the power of global network to c,"Dallas, Texas",08/20/2025,Today,Contract,,Easy Apply,Applied
ETL Data Engineer,"Lorven Technologies, Inc.",https://www.dice.com/job-detail/19355bf3-f346-43c7-9017-69e824e68996,"Hi, Our client is looking ETL Data Engineer for Long Term Contract project in Charlotte, NC below is the detailed requirements. Job Title : ETL Data Engineer Location : Charlotte, NC Duration : Contract Job description: Assist in the development, testing, and maintenance of software applications Collaborate with senior developers to design and implement new features Write clean, efficient, and well-documented code Participate in code reviews and provide constructive feedback Debug and resolv","Charlotte, North Carolina",08/19/2025,Today,Third Party,,Easy Apply,Applied
AI Engineer,Logisoft Technologies Inc,https://www.dice.com/job-detail/5f240d75-ae4f-4e8b-b968-fd8910fe0e1e,"Title: AI Engineer Location: Houston TX Duatio:18 to 20 Months ContractMinimum Requirements:Bachelor s or Master s degree in Computer Science, AI/ML, or a related field.5+ years of software development experience with strong Python skills.2 3+ years of hands-on experience building GenAI/LLM-based applications.Experience developing multi-step agent workflows using LangGraph or similar orchestration frameworks.Proficient in designing retrieval pipelines: document loaders, chunking strategies, embe","Hybrid in Houston, Texas",08/20/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Data Engineer,Robert Half,https://www.dice.com/job-detail/9a651624-185b-4c37-9610-c72067b21942,"Description Data Engineer Opportunity - Build Impactful Solutions in a Mission-Driven Environment Location: Des Moines, IA (On-site hybrid with flexible scheduling) Type: Full-Time | Direct Hire | Competitive Benefits Salary Range: $70K-$85K Are you driven by innovation, collaboration, and the chance to make a meaningful impact through data engineering?! This hands-on role puts you at the forefront of designing and implementing data pipelines, integrations, and dashboards that empower nonprof","Des Moines, Iowa",08/21/2025,Today,Full-time,"USD 70,000.00 - 85,000.00 per year",Easy Apply,Applied
GenAI Engineer,DCode Talent,https://www.dice.com/job-detail/7a8acd14-6e2e-4fa6-9821-9b4232471828,"Must be local - full onsite role No sponsorships available for this role Final in-person interview Location: Woodlawn, MD Key Required Skills: Machine Learning, Deep Learning, Neural Networks, Python, Natural Language Processing, Prompt Engineering, and Data Management and Preprocessing. Position Description: Design and develop generative models: This includes working with architectures like GANs (Generative Adversarial Networks), VAEs (Variational Autoencoders), and especially transformer-base","Woodlawn, Maryland",08/20/2025,Today,"Contract, Third Party",$80,Easy Apply,Applied
Data Governance Engineer -- Google Cloud Platform/SQL || Irving-TX / Basking Ridge-NJ (Hybrid),AgreeYa Solutions,https://www.dice.com/job-detail/ba51dd21-1260-41cc-b3cd-9984e0ba13aa,"Hello, We at AgreeYa solutions are focused on hiring highly skilled professionals who are excited by the opportunity to make a true impact on their careers as well as on our clients' businesses. We power our clients success and drive our consultants career growth. We are seeking an experienced and outstanding Data Governance Engineer -- Google Cloud Platform/SQL for one of our esteemed clients. Kindly have a look at the below JD and reach us with your updated resume. The job description is as fo","Hybrid in Irving, Texas",08/24/2025,Today,"Contract, Third Party",Depends on Experience,Easy Apply,Applied
Lead AI/ML Engineer,Galactic Minds Inc.,https://www.dice.com/job-detail/113d551a-f57a-4ac6-a155-09a06e1efc70,"Location Redmond, WA (Onsite) Duration Long term Job description: Look for AI/ML Senior candidate 10+ Years Model Development & Deployment Lead the end-to-end design, training, and deployment of machine learning, deep learning, and generative Al models (e.g., LLMs, transformers, embeddings) to address core business problems. Build scalable solutions for time series forecasting. classification, regression, recommendation systems, and NLP applications. Ensure models are explainable, reproducible,",Washington,08/20/2025,Today,"Contract, Third Party",$DOE,Easy Apply,Applied
CTRM (Commodity Trading & Price Risk Management) Business Analyst,Aroha Technologies,https://www.dice.com/job-detail/e2ef3a91-7eeb-456f-a894-f1b0a1ae0e88,"Job Title: CTRM (Commodity Trading & Price Risk Management)Business Analyst Location: Houston, Texas (Must Be onsite/Local) ** If the candidates are away from 30-40 miles can also be considered Long Term Job Description What We Need From You Required Industry Knowledge: Understanding of all major global futures exchanges Knowledge of full exchange-traded derivatives trade lifecycle Minimum of 8 years' experience in Commodity Trading & Price Risk Management or Capital Markets / Investment Banks","Houston, Texas",08/20/2025,Today,"Contract, Third Party",$DOE,Easy Apply,Applied
Data Analyst,System One,https://www.dice.com/job-detail/314f590c-5dd5-4412-9076-c620b8ff66cd,"Data Analyst Location: Tampa, Florida Pay Range: $115000 - $135000 annually Clearance Required: Top Secret (SCI preferred) Currently seeking a Data Analyst to join our team of qualified, diverse individuals. This position requires TS clearance and SCI eligibility. The qualified applicant will support mission operations by collecting, organizing, analyzing, and interpreting structured and unstructured data to produce actionable insights in support of OIE. The role emphasizes identifying trends","Tampa, Florida",08/20/2025,Today,Full-time,"USD 115,000.00 - 135,000.00 per year",Easy Apply,Applied
Sr. Firmware Control Engineer,Rang Technologies Inc.,https://www.dice.com/job-detail/ddeb8e64-8812-4715-8084-dd8bab848168,"Job Details: Position: Sr. Firmware Control Engineer Location: Waukegan, IL, 60085 Duration: 12 Months Position Summary: The Sr. Firmware Control Engineer will be involved in firmware development for high-performance uninterruptible power supplies (UPS) and power management products used in various applications, including medical, semiconductor manufacturing, flight simulation, imaging, audio/video, and retail. The position will be part of a multi-disciplined engineering team in Waukegan, IL. We","Waukegan, Illinois",08/21/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Generative AI Engineer _ Alpharetta GA (Full Time),Last Word Consulting,https://www.dice.com/job-detail/cc299015-d42a-4a47-8ccd-cbaf570a451a,"Greetings! This is Anupam from Last Word Consulting Inc. found your profile on the job portal. Please share your updated resume if available and interested. Job Description: - Job: Generative AI Engineer Location: Alpharetta, GA Employment Type: Full-time Experience: 8+ Years About the Role We are seeking a Generative AI Engineer to join our AI/ML team and build cutting-edge generative models and applications. You will work at the intersection of deep learning, natural language processin","Alpharetta, Georgia",08/19/2025,Today,Full-time,,Easy Apply,Applied
Google Cloud AI Solutions Lead,Jubilant Consulting,https://www.dice.com/job-detail/16d55af8-b81e-428b-815a-06cd515f4ec6,"Job Title: Google Cloud AI Solutions Lead Experience Required: 12+ Years Job Summary We are looking for a Cognitive Lead with deep technical expertise in Google Cloud AI technologies, particularly Dialogflow CX, Vertex AI, and Gemini, to lead the design and development of intelligent automation and conversational AI solutions. The ideal candidate will bring strong programming skills, hands-on experience with modern AI/ML frameworks, and a passion for developing scalable, production-grade soluti",Remote,08/19/2025,Today,"Contract, Third Party",$70 - $80,Easy Apply,Applied
"Sr. Data Scientist with Google Cloud Platform Vertex AI , GCS , BQ",Techmatic Inc,https://www.dice.com/job-detail/f5144b44-1b15-4a41-a21a-717dac009b80,"Required Skills 4+ years of experience in machine learning model development and deployment and scaling in production. Strong skills in Python, solid understanding of ML librariesTensorFlow, PyTorch, scikit-learn, XGBoost. Hands-on expertise in Google Cloud Platform Vertex AI , GCS , BQ Python, TensorFlow/PyTorch, scikit-learn, Jupyter Google Cloud Platform Vertex AI Suite (including Pipelines, Feature Store, Model Monitoring) BigQuery, Git, Docker Preferred Skills Experience with MLOps tools su","Hybrid in Charlotte, North Carolina",08/21/2025,Today,"Contract, Third Party",Depends on Experience,Easy Apply,Applied
IT Business Analyst,Genesis10,https://www.dice.com/job-detail/0fbe6a01-05af-45a9-9af8-51e5f40c7314,"Genesis10 is currently seeking an IT Business Analyst with our client in the financial industry located in Charlotte, NC, Plano, TX and Pennington, NJ. This is a 12+ month contract position. Responsibilities: Ensure changes to the application are compliant with client standards and policies Assist users and development team with application testing and troubleshooting, and may help configure test solutions to validate functional and system needs Identify, document and troubleshoot application re","Pennington, New Jersey",08/20/2025,Today,Full-time,USD 42.09 - 50.09 per hour,Easy Apply,Applied
IT Business Analyst,"Mitchell Martin, Inc.",https://www.dice.com/job-detail/a7bba52b-6728-4174-86f4-61c562d945f1,"Title: IT Business Analyst Location:Pennington, NJ(Hybrid) Employment Type: ContractCompensation Pay Range:$39.09-$55.84/HrsDescription Act as the primary interface with business partners and technology teams. Analyze current processes and systems to assess business integration with technology. Collaborate with stakeholders to understand needs and capture requirements. Work with development teams to refine requirements into executable specifications. Participate in Agile Scrum teams, collaborati","Pennington, New Jersey",08/20/2025,Today,"Full-time, Contract",$39.09 - $55.84 hr,Easy Apply,Applied
Sr. Snowflake Data Engineer,DynPro Inc.,https://www.dice.com/job-detail/9a368276-a901-4ab0-960d-3c3497d9944d,"Consultant must has at least 9 years of Data Engineering experience.Key Responsibilities:Design and implement Snowflake architecture, including schema design, performance tuning, and data governance.Develop and maintain scalable ETL/ELT pipelines for structured and unstructured data.Write complex SQL queries for data extraction, transformation, and optimization.Utilize Python for data processing, automation, and integration workflows.Collaborate with data analysts, data scientists, and business","San Francisco, California",08/21/2025,Today,"Third Party, Contract",$80 - $85,Easy Apply,Applied
Snowflake Data Engineer,Healthcare IT Leaders,https://www.dice.com/job-detail/6ee68889-f3bb-4e8c-bcac-e69c7d5ab5d8,"Snowflake / AWS Data Engineer 4-month contract with potential to extend. 100% Remote. Position Overview: We are seeking an experienced Snowflake Data Engineer to join our healthcare technology team, focusing on data integration and transformation projects using Snowflake and AWS services. The ideal candidate will have strong experience with healthcare claims data and will use a combination of their domain knowledge and business partnering to help build data pipelines for our expanding Whole",No location provided,08/21/2025,Today,Full-time,,Easy Apply,Applied
Senior full stack Java Engineer,Tekniforce,https://www.dice.com/job-detail/caef8113-cde5-413a-a8ab-8661e9a9ded9,"We are looking for a Senior full stack Java Engineer. This is a full-time permanent hire position with our client in Raleigh, NC. In this role as a Senior full stack Java Engineer, you will be a part of a team that is building highly scalable Enterprise Applications with large amounts of data and Real Time processing and / or distributed Client Applications for the company. No visa sponsorship is available at this time or in future for this position. Responsibilities as Senior full stack Java En","Hybrid in Raleigh, North Carolina",08/21/2025,Today,Full-time,"$120,000 - $130,000",Easy Apply,Applied
Microsoft 365 AI Specialist Senior,"Agile Global Solutions, Inc",https://www.dice.com/job-detail/46e06613-d2e9-4cf4-8172-720f1ebea50b,"Position: Microsoft 365 AI Specialist Senior Location: Taylor, TX (Hybrid) Duration: Contract Job Description: We are seeking an experienced Senior AI Solutions Specialist to join our team. The ideal candidate will be responsible for evaluating and implementing AI tools available both within Microsoft Azure and from external vendors. They will build, manage, and deploy AI solutions leveraging Azure AI technologies. Additionally, they will oversee the management and optimization of our productiv","Hybrid in Taylor, Texas",08/21/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
SQL Server / Google Cloud Platform Data Engineer || Alpharetta-GA (Hybrid),AgreeYa Solutions,https://www.dice.com/job-detail/abaa4a3a-a92e-4811-bc89-dc8cc286924a,"Hello, We at AgreeYa solutions are focused on hiring highly skilled professionals who are excited by the opportunity to make a true impact on their careers as well as on our clients' businesses. We power our clients success and drive our consultants career growth. We are seeking an experienced and outstanding SQL SERVER / Google Cloud Platform Data Engineer for one of our esteemed clients. Kindly have a look at the below JD and reach us with your updated resume. The job description is as follow","Hybrid in Alpharetta, Georgia",08/24/2025,Today,"Third Party, Contract",Depends on Experience,Easy Apply,Applied
Principal Software Engineer Data Platform Engineering,Compunnel Inc.,https://www.dice.com/job-detail/21a5d8bd-a3bc-42fd-b158-b3dda2b16a15,"We are enabling the transformation of how energy and water are managed. As part of this mission, we are investing in cloud-native data platform technologies that power intelligent analytics at scale particularly for large IoT data workloads. We are looking for a Principal Software Engineer - Data Platform Engineering with a strong background in data engineering to help design, build, and scale our next-generation data platform and services. This role will focus on developing performant, scalabl","Raleigh, North Carolina",08/20/2025,Today,Full-time,DOE,Easy Apply,Applied
"Senior Trading Systems Engineer, Low Latency - R",Next Step Systems,https://www.dice.com/job-detail/c663a59b-ee23-4f04-b550-18d7e3036607,"Senior Trading Systems Engineer, Low Latency, Chicago, IL We are looking to hire a highly talented Senior Trading Systems Engineer to join the technology team. This Senior Trading Systems Engineer position is 100% Onsite and NOT open for Remote. Senior Trading Systems Engineer Responsibilities: - Work collaboratively with technology and business teams on all aspects of a global trading and research infrastructure. - Research and implement enhancements to infrastructure systems as well as automa","Chicago, Illinois",08/21/2025,Today,Full-time,"$150,000 - $175,000",Easy Apply,Applied
Data Analyst (Medicaid Claims and Encounter Data),Cloud and Things,https://www.dice.com/job-detail/9df6b0b3-90b5-451c-9654-2856efe79ec2,"Our goal is to solve problems and deliver results for our clients. At Cloud and Things, you can be a part of transforming the public sector's IT environment. Our team is on the forefront of helping to solve the government's most complex IT challenges. If you are seeking a role that offers the opportunity to work on rewarding projects, consider a career with Cloud and Things. *This is an exempt position. Salary commensurate with experience* Overview: We are seeking an experienced Data Analyst to","Remote or Albany, New York",08/20/2025,Today,"Full-time, Third Party, Contract","$$85,000 - $110,000",Easy Apply,Applied
GTS - US Entity - Software Engineer,"Russell, Tobin & Associates",https://www.dice.com/job-detail/cfdbc451-3ea9-4bcd-979f-a5194f7f0ca5,"Data & Business Intelligence Engineer On SIte position form Day 1, Pleasanton, CA 6 months contract with possible extension $62-$66.00/hr on w2 Roles & Responsibilities : Develop & Deploy Power BI Report with Azure Analysis Service and Data bricks. Develop and Support the ADF Pipelines for the data processing. Perform the Defect Fixes on the Power BI Report and build the complex Data bricks queries. Provide the production support for the Power BI and AAS reports. Build the Complex SQL queries a","Pleasanton, California",08/20/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Applied
Lead Process Automation Engineer Financial Services Operations Skan.ai & Generative AI Focus,"Lorven Technologies, Inc.",https://www.dice.com/job-detail/a2d6b2f3-a00d-47f5-900d-e56c65895195,"Our client is looking for a Lead Process Automation Engineer Financial Services Operations (Skan.ai & Generative AI Focus) at Charlotte, NC It's a Long Term Contract opportunity Kindly share your updated resume to proceed further. Job Title: Lead Process Automation Engineer Financial Services Operations (Skan.ai & Generative AI Focus) Location: Charlotte, NC (Hybrid 3 days onsite 2 days remote per week) Duration: Long Term Contract Summary: Client is seeking a Lead Process Automation Engineer","Charlotte, North Carolina",08/19/2025,Today,Third Party,,Easy Apply,Applied
Software Engineer,"Talent Software Services, Inc",https://www.dice.com/job-detail/7d696dde-a743-4d66-aa86-e6c0f58de986,"Software Engineer Job Summary: Talent Software Services is in search of a Software Engineer for a contract position in Richfield, MN. The opportunity will be a year with a strong chance for a long-term extension.Position Summary: Data Transport Platforms & Enablement team: Responsible for building & supporting multi-origin, highly scalable and secure event streaming, data transfer, and messaging technology solutions. Installation, configuration, monitoring, and operations of these messaging sys","Richfield, Minnesota",08/20/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Applied
"Lead Systems Analyst, Reporting and Automation",HAYS,https://www.dice.com/job-detail/55f43463-bc90-4ee6-a47d-5819489f1b52,"Lead Systems Analyst, Reporting and Automation - Contract - Vienna, VA/Hybrid - $70.00 - $75.50/hr. The final salary or hourly wage, as applicable, paid to each candidate/applicant for this position is ultimately dependent on a variety of factors, including, but not limited to, the candidate's/applicant's qualifications, skills, and level of experience as well as the geographical location of the position. Applicants must be legally authorized to work in the United States. Sponsorship not avail",Virginia,08/20/2025,Today,Contract,USD 70.00 - 75.50 per hour,Easy Apply,Applied
