title,company,link,description,location,date_added,date_posted,job_type,salary,apply_text,status
AI/ML Engineer with OOP - W2 (NO C2C) - Posted by Tauqeer,Global Force USA,https://www.dice.com/job-detail/b6e56ad2-721d-4c68-bc0a-fe720026d4fc,"Required Skills Object-Oriented Programming (OOP): Strong understanding of classes, objects, and core OOP principles. Experience working in large, shared codebases. CICD Pipelines: Experience working with solid code pipelines. Comfort with deploying containerized code is helpful but not essential. Cloud Experience: General familiarity with cloud infrastructure. Candidates with exclusively on-prem backgrounds may struggle.Role Overview Title: AI/ML Engineer (internal title; flexible could also b",Remote,08/14/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
"Senior Director, Data Engineering","cyberThink, Inc.",https://www.dice.com/job-detail/11564b1c-6ec8-4df8-92f7-4ea19046bc89,"Senior Director, Data Engineering Location: Florham Park, NJ-Onsite Full Time Position 5 days onsite per week Job Summary: The Senior Director, Data Engineering will empower the organization to make the best decisions possible by providing an accurate, timely and useful data platform to help address critical business questions, where the outputs will enable the organization to improve operational and economic outcomes. Responsibilities: Designs and develops data models to predict outcomes and fu","Florham Park, New Jersey",08/18/2025,Today,Full-time,Depends on Experience,Easy Apply,Applied
Business Analyst,OP Consulting Group LLC,https://www.dice.com/job-detail/2b1232a6-073d-460b-adbe-a65af9faa253,"Complete Description The role requires expertise in SailPoint IdentityIQ access management best practices. Candidate will perform system enhancements, bug fixes, audit enablement, workflow improvements, and process optimization to ensure seamless operations and compliance. Key Responsibilities: Manage the upgrade of SailPoint from version 8.3to 8.4/8.5, ensuring minimal disruption and compatibility with existing integrations. Design and implement a new database for Access History to incorporat","Richmond, Virginia",08/12/2025,Today,"Full-time, Part-time, Contract, Third Party",USD 1-1,Easy Apply,Applied
Senior Data Engineer :: 100% Remote :: W2 Profiles only,Trebecon LLC,https://www.dice.com/job-detail/bc002ec3-601a-498f-bb86-ce69c6d6d66c,"Job Description Data Engineer (Remote) Position: Senior Data Engineer Location: 100% Remote Experience: 12+ Years Overview: We are seeking an experienced Senior Data Engineer with strong expertise in Databricks, DBT, AWS, and Spark. The ideal candidate should have recent hands-on experience with AWS cloud environments, DBT transformations, and Databricks-based data pipelines. You will design, develop, and optimize large-scale data processing systems while ensuring scalability and performance.",Remote,08/13/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Sailpoint Business Analyst,"Silver Xis, Inc.",https://www.dice.com/job-detail/1b3ecf85-1423-4bb8-bb95-e8bbbd8442e5,"Business Analyst 3 Richmond VA, 23219 $50 per hour W2 In Person Only Hybrid The role requires expertise in SailPoint IdentityIQ access management best practices. Candidate will perform system enhancements, bug fixes, audit enablement, workflow improvements, and process optimization to ensure seamless operations and compliance. Key Responsibilities: Manage the upgrade of SailPoint from version 8.3to 8.4/8.5, ensuring minimal disruption and compatibility with existing integrations.Design and imple","Hybrid in Richmond, Virginia",08/12/2025,Today,Contract,$45 - $50,Easy Apply,Applied
Senior BI Data Analyst,Collabera LLC,https://www.dice.com/job-detail/fd66c253-08b6-4160-b160-82a50fb73d77,"Job Title: Senior BI Data Analyst Location: Reston, VA - 20190 / Denver, CO - 80237 / Santa Clara, CA - 95054 / Seattle, WA - 98101 (Onsite) Duration: 12+ Months Contract Role + Extension Pay Range: $50/hr. - $55/hr. Job Description: Job Summary: As a member of the Business Intelligence (BI) team, you will be responsible for developing dashboards, tools, and data-driven solutions that track and analyze key performance indicators, trends, and patterns across the organization. This role involves w","Reston, Virginia",08/18/2025,Today,Full-time,$50.0000 - $55.0000,Easy Apply,Applied
"AI Consultant (GenAI & MLOps) || Alpharetta, GA - Hybrid",AgreeYa Solutions,https://www.dice.com/job-detail/85242f01-39cd-46cc-ad4d-4afc641cff65,"Hello, We at AgreeYa solutions are focused on hiring highly skilled professionals who are excited by the opportunity to make a true impact on their careers as well as on our clients' businesses. We power our clients success and drive our consultants career growth. We are seeking an experienced and outstanding AI Consultant (GenAI & MLOps) for one of our esteemed clients. Kindly have a look at the below JD and reach us with your updated resume. The job description is as follows: Job Title: AI C","Hybrid in Alpharetta, Georgia",08/18/2025,Today,"Third Party, Contract",Depends on Experience,Easy Apply,Applied
Business Analyst,Collabera LLC,https://www.dice.com/job-detail/793b82b9-e78e-493c-9253-a595ac9cdfdf,"Position: Business Analyst II Industry: Manufacturing/Logistics Type: 12 months contract Location: Atlanta, GA Salary and Compensation: The hourly rate for this position is between $28 - $30 CAD per hour. Factors which may affect pay within this range may include geography/market, skills, education, experience, and other qualifications of the successful candidate. Benefits: If the contract is converted to a full-time engagement, information regarding benefits will be provided. Day to day: D","Atlanta, Georgia",08/18/2025,Today,Full-time,$28.0000 - $30.0000,Easy Apply,Applied
Senior Specialized IT Consultant,Cynet Systems,https://www.dice.com/job-detail/a68121f3-914c-46a3-b189-525a87b9b179,"Job Description: The Sr. Specialized IT Consultant, acting as a Lead Data Engineer, will be responsible for application development and maintenance to create new services, optimize existing services, and reduce security vulnerabilities. This role will provide oversight across multiple workstreams within the Registry backlog remediation initiative. Responsibilities: Act as Lead Data Engineer, responsible for application development and maintenance. Create new services, optimize existing services,","Toronto, Ontario",08/18/2025,Today,Third Party,$95 - $95,Easy Apply,Applied
NLP Data Scientist,Sharpedge Solutions,https://www.dice.com/job-detail/eebcad73-03ab-4840-92e8-646021e91544,"Role - NLP Data Scientist Location Minneapolis, MN (Remote) Job Description: We are looking for a talented NLP Data Scientist proficient in hybrid NLP methods, deep learning, machine learning, and large language models. The candidate will join an established team of experts to employ traditional and advanced NLP techniques in analyzing medical charts. This role is critical in extracting and interpreting complex medical data for actionable insights. Key Responsibilities: Develop innovative NLP",Remote,08/12/2025,Today,Full-time,Depends on Experience,Easy Apply,Applied
Software Engineer,Genesis10,https://www.dice.com/job-detail/2e7f86b3-9739-4a54-963f-097bc4304695,"Genesis10 is currently seeking a Software Engineer for a 12-month contract role with our client in the healthcare industry in Rochester, MN. This role is 100% remote. Scope: We are seeking a Full stack Software Engineer, who has strong experience in built web application, especially strong and rich experience on design and implement the front end, especially with the React Experience, plus the back-end experience. We are building a web application to guide the cardiovascular patients to manage","Rochester, Minnesota",08/18/2025,Today,Full-time,USD 70.00 - 80.00 per hour,Easy Apply,Applied
Analytics Data Governance,Zettalogix INC,https://www.dice.com/job-detail/13f26004-0330-495d-8179-ad83adf25b69,"Job: Analytics Data Governance REMOTE Duration: 6-12 Months contractJob DescriptionThe Analytics Governance Analyst plays a critical role in advancing our enterprise-wide analytics governance strategy, with a specific focus on metadata management. This role ensures that data assets are well-documented, consistently defined, and easily discoverable across the organization. The analyst will collaborate closely with data stewards, product owners, and analytics teams to maintain high standards of da",Remote,08/18/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Data Analyst,Genesis10,https://www.dice.com/job-detail/87586331-6c2d-4f71-9cab-f0353c849733,"Genesis10 is currently seeking a Data Analyst for a 6 month contract role with our client in the healthcare industry in Eden Prairie, MN. This role is 100% remote. Description: This position serves as a primary resource for incoming high-priority requests and new AI-related development initiatives. As a Data Analyst 2, this person is responsible for ensuring that any new reports or enhancement requests are delivered accurately and in a timely manner, including owning and maintaining multiple on","Eden Prairie, Minnesota",08/15/2025,Today,Full-time,USD 56.00 - 61.00 per hour,Easy Apply,Applied
Informatics Data Analyst (Downtown Los Angeles),Genesis Global Recruiting Inc,https://www.dice.com/job-detail/d541800d-df95-405e-8433-c5980f6fd1fc,"We are seeking to hire an Informatics Data Analyst for our downtown LA office. The Informatics Data Analyst will develop, implement, organize, and maintain information and reports to document operational and financial performance; collaborate with the quality team You will oordinate with LAN and IT Security teams in order to utilize PGP encryption software and File Transfer Protocols ition DescriptionAn Informatics Data Analyst works independently to document external data acquisition policies","Los Angeles, California",08/13/2025,Today,Full-time,$20 - $30,Easy Apply,Applied
W2 - Software Engineer - UiPath Automation and Agentic AI Development and Support - Remote,Tanson Corp,https://www.dice.com/job-detail/d492f951-fe02-4088-abbf-e1e3d4c45ae7,"Duties: Position Overview: (Major Functions and Non-Essential Functions): Client Clinic is seeking a Software Engineer to design and build back-end services that support our portfolio of data-centric clinical and analytic applications. These applications leverage cloud computing, big data, mobile, data science, data warehousing, machine learning using state of the art software development applications and frameworks. Our Software Engineers ensures that these cloud-based micro-services adhere to",Remote or Hybrid in Minnesota,08/18/2025,Today,Contract,,Easy Apply,Applied
Data Engineer,"Seneca Resources, LLC",https://www.dice.com/job-detail/a3dacf64-89b6-4cec-97f2-795e9970f1f9,"Data Engineer In Digital Labs, we develop innovative member and team member experiences that leverage the latest technologies in open source and the Cloud. Digital Information Management (DIM) is a team of engineers committed to championing a data-driven decision-making culture and meet the business demand for timely insight-focused analytics and information delivery. You will be working with all levels of technology from backend data processing technologies (Spark R), Cloud computing technolog","Hybrid in Vienna, Virginia",08/18/2025,Today,Contract,$60 - $65,Easy Apply,Applied
Data Security Principal Architect,PPL,https://www.dice.com/job-detail/f8bc0114-a8c0-4ebc-a5b5-4c4446d7251c,"PPL is seeking a highly skilled Data Security Principal Architect to join our Cybersecurity organization. The Data Security Principal Architect will serve as a strategic leader and technical expert, responsible for defining and implementing robust data protection frameworks across our digital estate. This hybrid role bridges traditional Microsoft Information Protection and compliance tools with modern AI-centric data security practices, including encryption for LLM pipelines, secure vector store","Hybrid in Allentown, Pennsylvania",08/18/2025,Today,Full-time,"$190,000 - $200,000",Easy Apply,Applied
Sr. Python Data Engineer,Oraapps Inc,https://www.dice.com/job-detail/63f5d677-594e-4c13-9e6a-cc33409f05ab,"The Client is currently seeking an experienced Python Developer to join the Big Data and Advanced Analytics department. The ideal candidate will have a strong background in object-oriented programming, data modelling, and designing robust data layers using ORMs and Pydantic. You will work closely with business domain experts to create and maintain an Enterprise Data Lakehouse that supports analytic use cases for midstream oil and gas operations, engineering, and measurement teams. Must Haves: 1","Houston, Texas",08/14/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Mainframe Data Analyst,Tror,https://www.dice.com/job-detail/6347d2ad-b371-4b67-80c0-031081a6da29,"Position: - Mainframe Data Analyst Location: - McLean, VA (5 Days Onsite) Type: - C2C Note: Need 10+ years of experience resume. Responsibilities: - Strong experience with IBM Mainframe z/OS, COBOL, JCL, DB2, IMS DB, SQL queries and familiarity with CICS, SAS and batch processing. Required Qualifications: Design and develop data mapping specification between source and target system. Work closely with business analyst and data architect to gather data requirement and ensure accurate translation","McLean, Virginia",08/18/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Telecom - Software Engineer,"Mitchell Martin, Inc.",https://www.dice.com/job-detail/335a7f48-889f-49a7-8fe3-90e96af483b1,"Title: Telecom - Software EngineerLocation:New York,NY Employment Type: ContractCompensation Pay Range:$60.76-$86.80/HrsDescription Apply principles of computer science and mathematical analysis to software and systems design. Research, design, develop, and test operating systems-level software and network distribution software. Develop software for various applications including medical, industrial, and communications. Work independently and manage time effectively. Provide support and constru","New York, New York",08/12/2025,Today,"Full-time, Contract",$60.76 - $86.8 hr,Easy Apply,Applied
Gen AI Architect,INNOVIT USA INC,https://www.dice.com/job-detail/73e92916-5c85-46f9-9a7f-09ded9497e32,"Hiring: W2 Candidates Only Location: USA Visa: Open to any visa type with valid work authorization in the USA Experience Required: 6 to 12 years Level: Mid to Lead positions We are seeking a highly skilled and experienced professional with a strong background in Generative AI and Agentic AI to design, build, and implement intelligent solutions across business functions. The ideal candidate will possess a deep technical understanding of modern AI frameworks and demonstrate leadership in applying","Atlanta, Georgia",08/13/2025,Today,"Full-time, Part-time, Contract, Third Party",,Easy Apply,Applied
"Junior Data Analyst - Fort Mill, SC (hybrid) - Only Local and Only W2","Pyramid Technology Solutions, Inc.",https://www.dice.com/job-detail/7cd75425-8738-47c6-a293-14943106614d,"Title:- Junior Data Analyst Duration & Location: 12-month contract, Location:- Fort Mill, SC (hybrid). Monday, Wednesday, and Thursday are going to be the days onsite. Team: This role is part of the Client s Wealth Management Solutions team.Core Responsibilities: Build and maintain dashboards/scorecards, extract and analyze data from multiple sources, identify trends and anomalies, document reporting processes, and present insights to stakeholders.Required Skills & Qualifications: Bachelor s deg","Hybrid in Fort Mill, South Carolina",08/18/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Developer,"Mitchell Martin, Inc.",https://www.dice.com/job-detail/43eb59e1-313d-438f-b82d-1ddaae3db85b,"Title: DeveloperLocation: Pittsburgh, PA (Onsite) Employment Type: ContractCompensation Pay Range:$34.68-$51.00/HrsDescription Experience in development and maintenance of full-stack applications. Strong functional and business knowledge of the financial domain. Expertise in both backend and frontend coding skills. Hands-on experience with cloud platforms. Solid understanding of containerization technologies. Experience in CI/CD pipelines and automated testing tools. Exposure to Agile/Scrum met","Hybrid in Pittsburgh, Pennsylvania",08/18/2025,Today,"Full-time, Contract",$34.68 - $51 hr,Easy Apply,Applied
AI/ML Engineer with 12+ years (day 1 onsite),Zensar Technologies Inc.,https://www.dice.com/job-detail/b5e0e151-23d1-4181-bb60-87253c0c906e,"Overall experience of at least 12+ years is needed Design and implement scalable MLOps supportive data pipelines for data ingestion, processing, and storage. Experience deploying models with MLOps tools such as Vertex Pipelines, Kubeflow, or similar platforms. Experience implementing and supporting end-to-end Machine Learning workflows and patterns. Expert level programming skills in Python and experience with Data Science and ML packages and frameworks. Proficiency with containerization techno","Phoenix, Arizona",08/18/2025,Today,"Third Party, Contract",Depends on Experience,Easy Apply,Applied
"Need AWS Data Engineer -San Jose, CA",Radiantze,https://www.dice.com/job-detail/ba3c9c2a-2f81-4dc4-8398-4cd1dd1e2b50,"Role: AWS Data EngineerLocation: San Jose, CADuration: Long term Job Description:Expertise in data linking with AWS services such as SageMaker, Rekognition, and Kinesis to design and implement scalable architectures for real-time and batch video analysis. The role involves creating efficient ETL processes to extract meaningful data from video streams, integrating with medical information systems, and preparing datasets for machine learning models. Key responsibilities include data ingestion and","San Jose, California",08/18/2025,Today,"Contract, Third Party",Depends on Experience,Easy Apply,Applied
GenAI Architect ServiceNow,"Advent Global Solutions, Inc.",https://www.dice.com/job-detail/1cdc7950-18d4-485a-a7d9-97a29f625078,"Job Title: GenAI Architect ServiceNow Experience Required: 3 5 Years Department: IT / Digital Transformation / ServiceNow COE Job Summary: We are looking for a passionate and experienced GenAI Architect with 3 5 years of hands-on experience in ServiceNow, with a strong focus on Now Assist, Agentic AI capabilities, and domain expertise in modules such as ITSM, HRSD, or Customer Service Management (CSM). The ideal candidate will have a blend of technical knowledge and innovation skills to lead Gen",Remote,08/18/2025,Today,"Third Party, Contract",$60 - $70,Easy Apply,Applied
"Agentic AI Developer || Alpharetta, GA (Hybrid)",AgreeYa Solutions,https://www.dice.com/job-detail/e758e88f-90d2-45df-a98c-ed10b6a81f32,"Hello, We at AgreeYa solutions are focused on hiring highly skilled professionals who are excited by the opportunity to make a true impact on their careers as well as on our clients' businesses. We power our clients success and drive our consultants career growth. We are seeking an experienced and outstanding Agentic AI Developer for one of our esteemed clients. Kindly have a look at the below JD and reach us with your updated resume. The job description is as follows: Job Title: Agentic AI De","Hybrid in Alpharetta, Georgia",08/12/2025,Today,"Contract, Third Party",Depends on Experience,Easy Apply,Applied
Google Cloud Platform Data Engineer,K-Tek Resourcing LLC,https://www.dice.com/job-detail/87ec8741-2e61-4e77-9389-5668d6ada6c6,"Title: Google Cloud Platform Data Engineer Location: Houston (Hybrid) Job description: Develop, construct, test and maintain data acquisition pipelines for large volumes of structed and unstructured data. This includes batch and real-time processing (in google cloud)Build large and complex datasets based on business requirements Construct big data pipeline architecture Identify opportunities for data acquisition via working with stakeholders and business clientsTranslate business needs to tech","Hybrid in Houston, Texas",08/18/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Kyriba Treasury IT Business Analyst,InfiCare Technologies,https://www.dice.com/job-detail/8567690d-1325-41dc-bb8b-c37fd0e3aa03,"Job Title-BA with Kyriba Location- New York city, NY Number of days onsite-X Mandatory Areas Must Have Skills Kyriba BA Treasury operations Role: Kyriba Treasury IT Business Analyst Position Summary : Client are seeking an experienced Treasury Business Analyst to join our Engineering team. The ideal candidate will have over X years of technology experience and more than five years of hands-on expertise with Kyriba. Kyriba Treasury Business Analyst","New York, New York",08/18/2025,Today,Third Party,,Easy Apply,Applied
Senior Platform Engineer,VLink Inc,https://www.dice.com/job-detail/00273daf-ff1c-48d3-b5a8-b26e087c0263,"Job Title: Senior Platform Engineer Location: Seattle, WA - hybrid 3 days per week (Locals only) Employment Type: contract Duration: 6+ Months About VLink: Started in 2006 and headquartered in Connecticut, VLink is one of the fastest growing digital technology services and consulting companies. Since its inception, our innovative team members have been solving the most complex business, and IT challenges of our global clients. Job Description: MUST HAVE: IAAS (infrastructure as code), Python/","Hybrid in Seattle, Washington",08/12/2025,Today,Contract,$65+,Easy Apply,Applied
AI Software Engineer,"Javen Technologies, Inc",https://www.dice.com/job-detail/7c2fdde3-383c-402e-9cf8-bcbfbd28801f,"AI Software Engineer Contract Location: Cincinnati OH Need Local Direct Client Key Skills: 1+ year(s) of Gen AI related developmentAmazon BedrockEngineering experience with agentic AI and/or Retrieval-Augmented GenerationExperience bringing AI capabilities from proof of concept to enterprise deployableAWS, Azure, Google Cloud PlatformPythonBanking Domain Job Summary We are seeking a highly motivated and technically skilled AI Engineer to join our growing team. The ideal candidate will have a so","Cincinnati, Ohio",08/14/2025,Today,Contract,Depends on Experience,Easy Apply,Applied
Entry Level - Data Analyst,1800 Programmers Ltd.,https://www.dice.com/job-detail/f6a40bda-ab3d-44c7-a8d0-f080634fd905,Job Role : Data Analyst Location : Multiple Locations Duration : Full Time Client : Many Clients,"Hybrid in New York, New York",08/18/2025,Today,Full-time,"$80,000 - $100,000",Easy Apply,Applied
Agentic AI Lead,"VDart, Inc.",https://www.dice.com/job-detail/3ff25b9e-73a4-4eec-b104-b16e9e7319bf,"Agentic AI Lead Contract Carlotte, NC Responsibilities As the Onsite Agentic AI Lead, you will: Lead the hands-on development and deployment of Agentic AI solutions using frameworks such as LangGraph, AutoGen, and CrewAI. Utilize Python extensively for core language development, API integration, and advanced prompt design. Work with Large Language Models (LLMs), focusing on tool/function calling capabilities. Design and implement Retrieval Augmented Generation (RAG) pipelines and integrate wit","Charlotte, North Carolina",08/18/2025,Today,"Contract, Third Party",$$Negotiable,Easy Apply,Applied
Technical Architect - Backend (Java Springboot),Epis Data Inc,https://www.dice.com/job-detail/177178a4-7abc-450c-a146-072ef2c25ba3,"Technical Architect - Backend (Java Springboot) Plano TX Contract Key Responsibilities Architecture & Design Leadership Define and evolve the overarching architecture for microservices, ensuring alignment with business and technical objectives. Provide technical oversight and guidance on domain-driven design (), service boundaries, and data management strategies. Strategic Technology Roadmap Collaborate with senior executives and product owners to develop a multi-year technology roadmap, fo","Plano, Texas",08/12/2025,Today,Contract,Up to $65,Easy Apply,Applied
Technical Business Analyst,RightTalents,https://www.dice.com/job-detail/18dfae0c-e4d3-400d-bed1-e7266cbb67c3,"Title: Technical Business Analyst Client: Confidential Location: New Jersey (Hybrid) Duration: 12 Months Work Hours: 40 hours/week Role Objectives Analyze data sources, data dictionaries, business glossary, data mappings, ETL processes, and data within the Data Lakehouse (Databricks) to understand structure, relationships, dependencies, and document data quality rules, controls, and procedures.Ensure new and existing systems are effectively integrated with IT infrastructure and data quality po","Hybrid in Jersey City, New Jersey",08/18/2025,Today,Contract,$55 - $60,Easy Apply,Applied
Reltio Technical Architect,Veear,https://www.dice.com/job-detail/369efdaf-46ae-4360-868b-f284147099a4,"Title: Reltio Technical Architect Duration: 5 months+ Location: Frisco, TX Job Description: We are seeking an experienced Hands on Reltio Technical Architect / Lead Engineer (Contractor) to lead the design, configuration, and integration of our enterprise Master Data Management (MDM) platform using Reltio. This role is central to enabling trusted master data across operational and analytical systems. You will work with cross-functional teams to implement a scalable, cloud-native MDM solution tha","Frisco, Texas",08/18/2025,Today,Contract,$50 - $80,Easy Apply,Applied
CTRM (Commodity Trading & Price Risk Management) Business Analyst,Aroha Technologies,https://www.dice.com/job-detail/be65c7dc-cfc0-49cd-8805-112cd9272fee,"Job Title: CTRM (Commodity Trading & Price Risk Management)Business Analyst Location: Houston, Texas (Must Be onsite/Local) ** If the candidates are away from 30-40 miles can also be considered Long Term Job Description What We Need From You Required Industry Knowledge: Understanding of all major global futures exchanges Knowledge of full exchange-traded derivatives trade lifecycle Minimum of 8 years' experience in Commodity Trading & Price Risk Management or Capital Markets / Investment Banks","Houston, Texas",08/18/2025,Today,"Contract, Third Party",$DOE,Easy Apply,Applied
Agentic AI Development,VensIT Corp,https://www.dice.com/job-detail/21a4fa03-80e9-4e11-9879-77242a63c7f8,"Exp: 6+ years Key Responsibilities: Hands on development using agentic AI frameworks such as LangGraph, LangChain, and other orchestration tools to build scalable agent based systems. Design and implement tool based workflows and integrations within the agentic AI ecosystem to support modular and reusable components. Develop and integrate with MCP clients to support external orchestration and control flows. Build and maintain conversational AI bots with contextual understanding, memory, and dyn","San Jose, California",08/18/2025,Today,Contract,$45 - $50,Easy Apply,Applied
Data Analyst,Innosoul inc,https://www.dice.com/job-detail/ec24698c-7eb6-4022-8658-ca3ed85405e9,"Job ID: VA-773638 Hybrid/Local Govt Data Analyst (12+) with implement policies, procedures experience Location: Richmond, VA (VDOT) Duration: 12 Months Position: 1 (2) Skills: Demonstrates ability to communicate effectively orally and in writing with diverse audiences, varying levels of management. Required 5 Years Ability to build constructive, effective relationships inside and outside of the organization. Required 5 Years Ability to follow written and oral instructions Required 5 Years Imper","Hybrid in Richmond, Virginia",08/12/2025,Today,"Third Party, Contract",Depends on Experience,Easy Apply,Applied
SAS Data Analyst (Do not share normal Data Analyst) Strong SAS exp Must,Megatrendz Media USA Inc,https://www.dice.com/job-detail/2f0c2380-5789-474b-b536-2b66dd930187,"SAS Data Analyst Experience: 10+ years Must Minimum 5 years in SAS Recent DO not share normal Data Analyst Onsite in Mclean, VA","McLean, Virginia",08/13/2025,Today,"Contract, Third Party",Depends on Experience,Easy Apply,Applied
